STUDIENR,UDDANNELSE,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,BEDOMMELSESDATO
STNR000027,"Informationsteknologi, cand.polyt.",88383,88383 Akademisk informationssøgning - styrk dine informationskompetencer,BE,bestået/ikke bestået,2.5,Skriftlig,ekstern censur,2020-01-24
STNR000027,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,4,7-trinsskala,30.0,Projekt,ekstern censur,2020-06-19
STNR000027,"Informationsteknologi, cand.polyt.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2019-09-02
STNR000704,"Informationsteknologi, cand.polyt.",2180,02180 Introduktion til kunstig intelligens,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-01
STNR000704,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-09-03
STNR000704,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-06-11
STNR000704,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR000704,"Informationsteknologi, cand.polyt.",2242,02242 Programanalyse,7,7-trinsskala,7.5,Skriftlig,ekstern censur,2019-12-16
STNR000704,"Informationsteknologi, cand.polyt.",2246,02246 Modeltjek,10,7-trinsskala,7.5,Skriftlig,ekstern censur,2020-12-16
STNR000704,"Informationsteknologi, cand.polyt.",2261,02261 Software startup studio,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-17
STNR000704,"Informationsteknologi, cand.polyt.",2263,02263 Formelle aspekter af software engineering,7,7-trinsskala,5.0,Skriftlig,intern censur,2021-01-04
STNR000704,"Informationsteknologi, cand.polyt.",2266,02266 User experience engineering,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-03-05
STNR000704,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-14
STNR000704,"Informationsteknologi, cand.polyt.",2269,02269 Process mining,10,7-trinsskala,5.0,Mundtlig,intern censur,2019-12-05
STNR000704,"Informationsteknologi, cand.polyt.",2805,02805 Sociale grafer og interaktioner,12,7-trinsskala,10.0,Skriftlig,intern censur,2021-01-06
STNR000704,"Informationsteknologi, cand.polyt.",2806,02806 Social dataanalyse og visualisering,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-19
STNR000704,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",10,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-06-19
STNR000704,"Informationsteknologi, cand.polyt.",E42-30,"Institut for Teknologi, Ledelse og Økonomi",12,7-trinsskala,30.0,Projekt,ekstern censur,2021-07-13
STNR000736,"Informationsteknologi, cand.polyt.",2162,02162 Software Engineering 2,7,7-trinsskala,10.0,Skriftlig,intern censur,2020-02-28
STNR000736,"Informationsteknologi, cand.polyt.",2170,02170 Databasesystemer,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-03
STNR000736,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,4,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR000736,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-11-19
STNR000736,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-02-01
STNR000736,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-11-12
STNR000736,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,-3,7-trinsskala,5.0,Skriftlig,intern censur,2019-08-12
STNR000736,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR000736,"Informationsteknologi, cand.polyt.",2261,02261 Software startup studio,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-17
STNR000736,"Informationsteknologi, cand.polyt.",2266,02266 User experience engineering,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-03-05
STNR000736,"Informationsteknologi, cand.polyt.",2269,02269 Process mining,7,7-trinsskala,5.0,Mundtlig,intern censur,2020-12-18
STNR000736,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR000736,"Informationsteknologi, cand.polyt.",42085,42085 Forretningsdesign til bæredygtighed,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-13
STNR000736,"Informationsteknologi, cand.polyt.",42430,42430 Projektledelse,10,7-trinsskala,5.0,Mundtlig,ekstern censur,2020-02-17
STNR000736,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-12-20
STNR000736,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-06-19
STNR000736,"Informationsteknologi, cand.polyt.",E42-30,"Institut for Teknologi, Ledelse og Økonomi",EM,7-trinsskala,30.0,Projekt,ekstern censur,2021-09-17
STNR000939,"Informationsteknologi, cand.polyt.",2110,02110 Algoritmer og datastrukturer 2,4,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-21
STNR000939,"Informationsteknologi, cand.polyt.",2156,02156 Logiske systemer og logikprogrammering,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-24
STNR000939,"Informationsteknologi, cand.polyt.",2180,02180 Introduktion til kunstig intelligens,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-07-09
STNR000939,"Informationsteknologi, cand.polyt.",2191,02191 Computersikkerhedsundersøgelser,10,7-trinsskala,5.0,Mundtlig,intern censur,2019-04-05
STNR000939,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-07-25
STNR000939,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,12,7-trinsskala,7.5,Skriftlig,intern censur,2019-12-18
STNR000939,"Informationsteknologi, cand.polyt.",2249,02249 Beregningsmæssigt hårde problemer,4,7-trinsskala,7.5,Skriftlig,ekstern censur,2020-01-15
STNR000939,"Informationsteknologi, cand.polyt.",2263,02263 Formelle aspekter af software engineering,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-15
STNR000939,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-14
STNR000939,"Informationsteknologi, cand.polyt.",2282,02282 Algoritmer for store datamængder,4,7-trinsskala,7.5,Skriftlig,ekstern censur,2019-05-21
STNR000939,"Informationsteknologi, cand.polyt.",2284,02284 Videnbaserede systemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-18
STNR000939,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2019-07-07
STNR000939,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR000939,"Informationsteknologi, cand.polyt.",2393,02393 Programmering i C++,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2019-12-08
STNR000939,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",10,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-01-29
STNR000939,"Informationsteknologi, cand.polyt.",E22-30,Institut for Sundhedsteknologi,10,7-trinsskala,30.0,Projekt,ekstern censur,2020-07-03
STNR001528,"Informationsteknologi, cand.polyt.",2180,02180 Introduktion til kunstig intelligens,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-01
STNR001528,"Informationsteknologi, cand.polyt.",2191,02191 Computersikkerhedsundersøgelser,10,7-trinsskala,5.0,Mundtlig,intern censur,2020-01-24
STNR001528,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-09-03
STNR001528,"Informationsteknologi, cand.polyt.",2229,02229 Systemoptimering,12,7-trinsskala,7.5,Afløsningsopgave,intern censur,2021-01-08
STNR001528,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR001528,"Informationsteknologi, cand.polyt.",2244,02244 Logik for sikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2021-05-20
STNR001528,"Informationsteknologi, cand.polyt.",2249,02249 Beregningsmæssigt hårde problemer,10,7-trinsskala,7.5,Skriftlig,ekstern censur,2020-01-15
STNR001528,"Informationsteknologi, cand.polyt.",2261,02261 Software startup studio,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-17
STNR001528,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,4,7-trinsskala,5.0,Skriftlig,intern censur,2021-03-08
STNR001528,"Informationsteknologi, cand.polyt.",2282,02282 Algoritmer for store datamængder,10,7-trinsskala,7.5,Skriftlig,ekstern censur,2020-06-02
STNR001528,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-07-05
STNR001528,"Informationsteknologi, cand.polyt.",2450,02450 Introduktion til machine learning og data mining,BE,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-21
STNR001528,"Informationsteknologi, cand.polyt.",2456,02456 Dyb læring,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-29
STNR001528,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-06-19
STNR001528,"Informationsteknologi, cand.polyt.",E31-30,Institut for Elektroteknologi,12,7-trinsskala,30.0,Projekt,ekstern censur,2021-07-01
STNR001696,"Informationsteknologi, cand.polyt.",1410,01410 Kryptologi 1,0,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-05-28
STNR001696,"Informationsteknologi, cand.polyt.",1410,01410 Kryptologi 1,2,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-08-14
STNR001696,"Informationsteknologi, cand.polyt.",2191,02191 Computersikkerhedsundersøgelser,4,7-trinsskala,5.0,Mundtlig,intern censur,2020-01-24
STNR001696,"Informationsteknologi, cand.polyt.",2192,02192 Computersikkerhedshændelseshåndtering,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-06-15
STNR001696,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-07-25
STNR001696,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR001696,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-12-17
STNR001696,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-21
STNR001696,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-27
STNR001696,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-10
STNR001696,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,2,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR001696,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,4,7-trinsskala,5.0,Skriftlig,intern censur,2021-03-08
STNR001696,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,4,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-18
STNR001696,"Informationsteknologi, cand.polyt.",34341,34341 Datakommunikationsprincipper,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-12-11
STNR001696,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",10,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-06-21
STNR001696,"Informationsteknologi, cand.polyt.",E34-35,Institut for Fotonik,10,7-trinsskala,35.0,Projekt,ekstern censur,2021-02-22
STNR001696,"Informationsteknologi, cand.polyt.",KU141,KU141 Rethinking Healthcare/Innovation as a powerful driver,BE,bestået/ikke bestået,5.0,Mundtlig,intern censur,2019-08-23
STNR001803,"Informationsteknologi, cand.polyt.",2110,02110 Algoritmer og datastrukturer 2,IG,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-21
STNR001803,"Informationsteknologi, cand.polyt.",2110,02110 Algoritmer og datastrukturer 2,0,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-05-21
STNR001803,"Informationsteknologi, cand.polyt.",2110,02110 Algoritmer og datastrukturer 2,IG,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-12-19
STNR001803,"Informationsteknologi, cand.polyt.",2110,02110 Algoritmer og datastrukturer 2,IG,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-12-18
STNR001803,"Informationsteknologi, cand.polyt.",2110,02110 Algoritmer og datastrukturer 2,2,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-05-21
STNR001803,"Informationsteknologi, cand.polyt.",2158,02158 Parallelprogrammering,-3,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-11
STNR001803,"Informationsteknologi, cand.polyt.",2158,02158 Parallelprogrammering,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-05-16
STNR001803,"Informationsteknologi, cand.polyt.",2159,02159 Operativsystemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-13
STNR001803,"Informationsteknologi, cand.polyt.",2203,02203 Design af digitale systemer,-3,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
STNR001803,"Informationsteknologi, cand.polyt.",2203,02203 Design af digitale systemer,EM,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-29
STNR001803,"Informationsteknologi, cand.polyt.",2203,02203 Design af digitale systemer,4,7-trinsskala,5.0,Skriftlig,intern censur,2021-05-27
STNR001803,"Informationsteknologi, cand.polyt.",2211,02211 Videregående computerarkitektur,EM,7-trinsskala,5.0,Skriftlig,intern censur,2019-09-03
STNR001803,"Informationsteknologi, cand.polyt.",2211,02211 Videregående computerarkitektur,0,7-trinsskala,5.0,Skriftlig,intern censur,2019-05-24
STNR001803,"Informationsteknologi, cand.polyt.",2211,02211 Videregående computerarkitektur,4,7-trinsskala,5.0,Skriftlig,intern censur,2020-05-26
STNR001803,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,4,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR001803,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,0,7-trinsskala,7.5,Skriftlig,intern censur,2018-12-19
STNR001803,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,7,7-trinsskala,7.5,Skriftlig,intern censur,2019-05-27
STNR001803,"Informationsteknologi, cand.polyt.",2229,02229 Systemoptimering,7,7-trinsskala,7.5,Afløsningsopgave,intern censur,2020-01-07
STNR001803,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-08-12
STNR001803,"Informationsteknologi, cand.polyt.",2247,02247 Oversætterkonstruktion,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-05-24
STNR001803,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-14
STNR001803,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR001803,"Informationsteknologi, cand.polyt.",2393,02393 Programmering i C++,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2019-12-08
STNR001803,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-01-29
STNR001803,"Informationsteknologi, cand.polyt.",E01-32,Institut for Matematik og Computer Science,2,7-trinsskala,32.5,Projekt,ekstern censur,2021-09-10
STNR001803,"Informationsteknologi, cand.polyt.",S31-05-1,Specialkursus ved Institut for Elektroteknologi,10,7-trinsskala,5.0,Projekt,intern censur,2019-10-14
STNR002339,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,4,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002339,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,4,7-trinsskala,7.5,Skriftlig,intern censur,2017-12-20
STNR002339,"Informationsteknologi, cand.polyt.",2228,02228 Fejltolerante systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-01-19
STNR002339,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-17
STNR002339,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2019-01-18
STNR002339,"Informationsteknologi, cand.polyt.",2265,02265 Avancerede emner i software engineering,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-17
STNR002339,"Informationsteknologi, cand.polyt.",2266,02266 User experience engineering,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-03-11
STNR002339,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-30
STNR002339,"Informationsteknologi, cand.polyt.",2830,02830 Avanceret projekt i digitale medieteknologier,7,7-trinsskala,10.0,Skriftlig,intern censur,2019-01-29
STNR002339,"Informationsteknologi, cand.polyt.",41633,41633 Innovation og produktudvikling,7,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-06-24
STNR002339,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-15
STNR002339,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-16
STNR002339,"Informationsteknologi, cand.polyt.",E01-35,Institut for Matematik og Computer Science,7,7-trinsskala,35.0,Projekt,ekstern censur,2019-08-13
STNR002351,"Informationsteknologi, cand.polyt.",2157,02157 Funktionsprogrammering,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-02-15
STNR002351,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002351,"Informationsteknologi, cand.polyt.",2228,02228 Fejltolerante systemer,12,7-trinsskala,7.5,Skriftlig,intern censur,2018-01-19
STNR002351,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-26
STNR002351,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-07-23
STNR002351,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2018-02-12
STNR002351,"Informationsteknologi, cand.polyt.",2247,02247 Oversætterkonstruktion,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-05-24
STNR002351,"Informationsteknologi, cand.polyt.",2257,02257 Anvendt funktionsprogrammering,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-04-04
STNR002351,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-19
STNR002351,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2019-07-07
STNR002351,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-30
STNR002351,"Informationsteknologi, cand.polyt.",2450,02450 Introduktion til machine learning og data mining,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-01-09
STNR002351,"Informationsteknologi, cand.polyt.",2806,02806 Social dataanalyse og visualisering,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-11
STNR002351,"Informationsteknologi, cand.polyt.",2807,02807 Beregningsmæssige værktøjer til datavidenskab,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-01-11
STNR002351,"Informationsteknologi, cand.polyt.",2809,02809 UX design prototypeudvikling,4,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-01-15
STNR002351,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-14
STNR002351,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,7,7-trinsskala,30.0,Projekt,ekstern censur,2020-02-17
STNR002355,"Informationsteknologi, cand.polyt.",2191,02191 Computersikkerhedsundersøgelser,10,7-trinsskala,5.0,Mundtlig,intern censur,2019-04-05
STNR002355,"Informationsteknologi, cand.polyt.",2203,02203 Design af digitale systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-03
STNR002355,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002355,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-17
STNR002355,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-26
STNR002355,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-25
STNR002355,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,4,7-trinsskala,7.5,Skriftlig,intern censur,2018-02-12
STNR002355,"Informationsteknologi, cand.polyt.",2263,02263 Formelle aspekter af software engineering,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-02
STNR002355,"Informationsteknologi, cand.polyt.",2265,02265 Avancerede emner i software engineering,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-17
STNR002355,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-19
STNR002355,"Informationsteknologi, cand.polyt.",2269,02269 Process mining,7,7-trinsskala,5.0,Mundtlig,intern censur,2018-12-05
STNR002355,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-30
STNR002355,"Informationsteknologi, cand.polyt.",2502,02502 Billedanalyse,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-01-02
STNR002355,"Informationsteknologi, cand.polyt.",2809,02809 UX design prototypeudvikling,4,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-01-15
STNR002355,"Informationsteknologi, cand.polyt.",2823,02823 Computerspilprototyper,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-19
STNR002355,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-14
